"annotation_id","annotator","created_at","duygu_label","id","label","lead_time","text","updated_at"
3442,"1","2024-08-05T08:16:02.020294Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]},{""start"":36,""end"":50,""text"":""diğer operatör"",""labels"":[""neutral""]}]",10560,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":36,""end"":50,""text"":""diğer operatör"",""labels"":[""Entity""]}]",22.081,"turkcell tarife pahalı bir internet diğer operatör çabuk tüken ultra pahalı hal gel kesinlikle verdiği hizmet eder kat kat fiyat al","2024-08-05T08:16:02.020294Z"
3443,"1","2024-08-05T08:16:07.887384Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]}]",10562,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",4.576,"turkcell rezillik ücretlendirme periyot de kandıramazsın inen şey aynı video fark etmemesi lazım illa bakanlık şikayet et","2024-08-05T08:16:07.887384Z"
3444,"1","2024-08-05T08:16:49.677877Z","[{""start"":19,""end"":27,""text"":""turkcell"",""labels"":[""neutral""]}]",10569,"[{""start"":19,""end"":27,""text"":""turkcell"",""labels"":[""Entity""]}]",4.399,"doğruysa hesap ver turkcell","2024-08-05T08:16:49.677877Z"
3446,"1","2024-08-05T08:17:21.629632Z","[{""start"":37,""end"":45,""text"":""turkcell"",""labels"":[""neutral""]},{""start"":4,""end"":13,""text"":""turkcell "",""labels"":[""neutral""]}]",10570,"[{""start"":37,""end"":45,""text"":""turkcell"",""labels"":[""Entity""]},{""start"":4,""end"":13,""text"":""turkcell "",""labels"":[""Entity""]}]",8.063,"ben turkcell kullan evet cevap bekle turkcell","2024-08-05T08:17:21.629632Z"
3445,"1","2024-08-05T08:17:12.616197Z","[{""start"":18,""end"":27,""text"":""vodafone "",""labels"":[""negative""]}]",10571,"[{""start"":18,""end"":27,""text"":""vodafone "",""labels"":[""Entity""]}]",5.258,"yıl kazıklama bir vodafone dene iğrenç","2024-08-05T08:17:12.616197Z"
3447,"1","2024-08-05T08:17:52.438026Z","[{""start"":0,""end"":8,""text"":""vodafone"",""labels"":[""positive""]}]",10572,"[{""start"":0,""end"":8,""text"":""vodafone"",""labels"":[""Entity""]}]",25.982,"vodafone kullan tavsiye et internet bitmiyor çekmiyor","2024-08-05T08:17:52.439027Z"
3448,"1","2024-08-05T08:17:58.864471Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""neutral""]}]",10574,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",4.724,"turkcell hırsız değil","2024-08-05T08:17:58.864471Z"
3449,"1","2024-08-05T08:18:14.060909Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]}]",10578,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",9.679,"turkcell skandal herkes 30gb patla uyu devam et","2024-08-05T08:18:14.060909Z"
3450,"1","2024-08-05T08:18:44.279627Z","[{""start"":93,""end"":108,""text"":""turkcellhizmet "",""labels"":[""negative""]},{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]}]",10585,"[{""start"":93,""end"":108,""text"":""turkcellhizmet "",""labels"":[""Entity""]},{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",15.428,"turkcell faturamı ödemediğin kapa 1200 tl ilk aycell batırama yas işlem dahi yapmamışız olan turkcellhizmet hat kapandığı geri arayamıyoruz","2024-08-05T08:18:44.279627Z"
3454,"1","2024-08-05T08:19:32.440217Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]},{""start"":37,""end"":46,""text"":""turkcell "",""labels"":[""positive""]},{""start"":133,""end"":145,""text"":""türk telekom"",""labels"":[""positive""]}]",10586,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":37,""end"":46,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":133,""end"":145,""text"":""türk telekom"",""labels"":[""Entity""]}]",13.1,"turkcell aynı sebep yaklaşık bir yıl turkcell kullanmıyorum usulsüzlük yapı bir hafta 30 gb kullanmisim göster ek paket fatura şişir türk telekom geç ben tavsiye","2024-08-05T08:19:32.440217Z"
3453,"1","2024-08-05T08:19:15.451150Z","[{""start"":47,""end"":56,""text"":""turkcell "",""labels"":[""negative""]}]",10587,"[{""start"":47,""end"":56,""text"":""turkcell "",""labels"":[""Entity""]}]",8.595,"kullandigim paket 2 kat artirip kalite dusuren turkcell dun bu benzer bir durum sor uygulamaların kendi kaynaklı ol savun bul kapari","2024-08-05T08:19:15.451150Z"
3452,"1","2024-08-05T08:19:04.740379Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]}]",10588,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",4.165,"turkcell ben de 30 gb internet 20 gün bit","2024-08-05T08:19:04.740379Z"
3451,"1","2024-08-05T08:18:51.458637Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]}]",10595,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",3.909,"turkcell dunyanin rezil operatoru","2024-08-05T08:18:51.458637Z"
3456,"1","2024-08-05T08:20:39.008273Z","[{""start"":16,""end"":25,""text"":""turkcell "",""labels"":[""negative""]}]",10597,"[{""start"":16,""end"":25,""text"":""turkcell "",""labels"":[""Entity""]}]",4.344,"şaşırtmadı evet turkcell cevap bekle","2024-08-05T08:20:39.008273Z"
3455,"1","2024-08-05T08:20:32.393740Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]}]",10598,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",8.402,"turkcell su git internet su efendi ayarla internet bahane kaliteli hız ver bilmem iş güç yalan olan","2024-08-05T08:20:32.393740Z"
3457,"1","2024-08-05T08:21:11.185087Z","[{""start"":159,""end"":168,""text"":""vodafone "",""labels"":[""neutral""]},{""start"":120,""end"":134,""text"":""başka operatör"",""labels"":[""neutral""]},{""start"":139,""end"":148,""text"":""turkcell "",""labels"":[""negative""]}]",10600,"[{""start"":159,""end"":168,""text"":""vodafone "",""labels"":[""Entity""]},{""start"":120,""end"":134,""text"":""başka operatör"",""labels"":[""Entity""]},{""start"":139,""end"":148,""text"":""turkcell "",""labels"":[""Entity""]}]",27.066,"1 ay ev çıkmadım sürekli wii baal 1000mega bit tabiki wifi kullan 23 gün internet paket bitti 50gb 15 16 yıllık müşteri başka operatör geç turkcell s kecegine vodafone s kesin","2024-08-05T08:21:11.185087Z"
3458,"1","2024-08-05T08:21:24.674825Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]}]",10602,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",3.383,"turkcell kullandığım kötü operatör","2024-08-05T08:21:24.674825Z"
3459,"1","2024-08-05T08:21:31.911208Z","[{""start"":46,""end"":55,""text"":""turkcell "",""labels"":[""negative""]}]",10603,"[{""start"":46,""end"":55,""text"":""turkcell "",""labels"":[""Entity""]}]",4.442,"165 lira olan tarife kontrat 550 lira ol koru turkcell 20 gb olan internet 1 hafta cikarmiyor","2024-08-05T08:21:31.911208Z"
3461,"1","2024-08-05T08:22:04.654462Z","[{""start"":5,""end"":14,""text"":""turkcell "",""labels"":[""positive""]},{""start"":34,""end"":46,""text"":""turktelekom "",""labels"":[""negative""]}]",10610,"[{""start"":5,""end"":14,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":34,""end"":46,""text"":""turktelekom "",""labels"":[""Entity""]}]",12.336,"yahu turkcell azından çek para al turktelekom çekmiyor al","2024-08-05T08:22:04.654462Z"
3460,"1","2024-08-05T08:21:46.492408Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]}]",10612,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",2.897,"turkcell kazıkla millet","2024-08-05T08:21:46.492408Z"
3462,"1","2024-08-05T08:22:29.644567Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]}]",10614,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",6.252,"turkcell paket bitti veri sayaç göre gb ol lazım bir yanlışlık olmasın sor veri sayaç baz al söyle konu kapa kimi kim şikayet et bilemiyorum deprem pert olan operatör oy","2024-08-05T08:22:29.644567Z"
3463,"1","2024-08-05T08:23:08.251989Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]}]",10615,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",37.515,"turkcell hırsız yapıyormussunuz açıklama yapan şerefsiz kahpe dolandirici değiliz ara ispat de bekle ticaret uyum de aldığınız maas hak ver Memet'siysek fahrettinaltun rterdogan","2024-08-05T08:23:08.251989Z"
3464,"1","2024-08-05T08:24:23.211355Z","[{""start"":13,""end"":22,""text"":""turkcell "",""labels"":[""negative""]},{""start"":166,""end"":175,""text"":""turkcell "",""labels"":[""negative""]},{""start"":85,""end"":94,""text"":""turkcell "",""labels"":[""negative""]},{""start"":52,""end"":66,""text"":""vodafone hattı"",""labels"":[""positive""]}]",10617,"[{""start"":13,""end"":22,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":166,""end"":175,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":85,""end"":94,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":52,""end"":66,""text"":""vodafone hattı"",""labels"":[""Entity""]}]",72.859,"ben mecburen turkcell geç çekmediğinden kullandığım vodafone hattı gb art aynı şekil turkcell yetmiyor paket ortalama izleme kullanım şekil aynı youtube harita demem turkcell gb sömür","2024-08-05T08:24:23.211355Z"
3465,"1","2024-08-05T08:25:12.864038Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]}]",10621,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",6.077,"turkcell yetmez domalttığın bel fıtık ol doktor domalcz","2024-08-05T08:25:12.864038Z"
3466,"1","2024-08-05T08:25:54.157376Z","[{""start"":0,""end"":9,""text"":""vodafone "",""labels"":[""positive""]}]",10627,"[{""start"":0,""end"":9,""text"":""vodafone "",""labels"":[""Entity""]}]",8.567,"vodafone kullan internet bitmiyor tavsiye et bir yer çekmediği giremiyorum","2024-08-05T08:25:54.157376Z"
3469,"1","2024-08-05T08:27:35.236890Z","[{""start"":45,""end"":54,""text"":""turkcell "",""labels"":[""negative""]},{""start"":73,""end"":87,""text"":""diğer operatör"",""labels"":[""negative""]}]",10630,"[{""start"":45,""end"":54,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":73,""end"":87,""text"":""diğer operatör"",""labels"":[""Entity""]}]",26.542,"almanya 1 yıl taşı tamamen doğru konu sadece turkcell değil Türkiye'deki diğer operatör geçerli durum bura internet bitmiyor resmen türkiye 1 gb 2 video izle bit","2024-08-05T08:27:35.236890Z"
3470,"1","2024-08-05T08:28:20.749734Z","[{""start"":66,""end"":75,""text"":""vodafone "",""labels"":[""negative""]},{""start"":75,""end"":83,""text"":""telekom "",""labels"":[""negative""]},{""start"":83,""end"":92,""text"":""turkcell "",""labels"":[""negative""]},{""start"":8,""end"":17,""text"":""turkcell "",""labels"":[""negative""]}]",10633,"[{""start"":66,""end"":75,""text"":""vodafone "",""labels"":[""Entity""]},{""start"":75,""end"":83,""text"":""telekom "",""labels"":[""Entity""]},{""start"":83,""end"":92,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":8,""end"":17,""text"":""turkcell "",""labels"":[""Entity""]}]",42.59,"arkadaş turkcell 15 sene önce aynı yapı aynı inanmıyorsanız deney vodafone telekom turkcell ara dene gör gb bitme sure yarı yarı fark oluş","2024-08-05T08:28:20.749734Z"
3468,"1","2024-08-05T08:26:55.816116Z","[{""start"":44,""end"":58,""text"":""turkcellhizmet"",""labels"":[""negative""]},{""start"":35,""end"":44,""text"":""turkcell "",""labels"":[""negative""]}]",10637,"[{""start"":44,""end"":58,""text"":""turkcellhizmet"",""labels"":[""Entity""]},{""start"":35,""end"":44,""text"":""turkcell "",""labels"":[""Entity""]}]",18.146,"evet kazikladiginizin video at say turkcell turkcellhizmet","2024-08-05T08:26:55.816116Z"
3467,"1","2024-08-05T08:26:21.082631Z","[{""start"":9,""end"":18,""text"":""turkcell "",""labels"":[""negative""]}]",10639,"[{""start"":9,""end"":18,""text"":""turkcell "",""labels"":[""Entity""]}]",4.843,"doğruysa turkcell fena kazıkla demektir yazık ol","2024-08-05T08:26:21.082631Z"
3471,"1","2024-08-05T08:28:44.825237Z","[{""start"":41,""end"":49,""text"":""turkcell"",""labels"":[""negative""]}]",10640,"[{""start"":41,""end"":49,""text"":""turkcell"",""labels"":[""Entity""]}]",3.381,"soran yok takip eden yok adam s küme sev turkcell","2024-08-05T08:28:44.825237Z"
3473,"1","2024-08-05T08:29:02.147389Z","[{""start"":110,""end"":118,""text"":""turkcell"",""labels"":[""negative""]}]",10643,"[{""start"":110,""end"":118,""text"":""turkcell"",""labels"":[""Entity""]}]",3.951,"olan uğraş alt uğraş şua çin alt geç helal ol iyi becer aylık xx internet ver geçiştir yapmadığınız şey değil turkcell","2024-08-05T08:29:02.147389Z"
3472,"1","2024-08-05T08:28:55.027194Z","[{""start"":39,""end"":48,""text"":""turkcell "",""labels"":[""negative""]},{""start"":15,""end"":30,""text"":"" başka operatör"",""labels"":[""neutral""]}]",10645,"[{""start"":39,""end"":48,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":15,""end"":30,""text"":"" başka operatör"",""labels"":[""Entity""]}]",6.374,"taahhütüm bitti başka operatör geç bık turkcell pahalı","2024-08-05T08:28:55.027194Z"
3474,"1","2024-08-05T08:30:08.926914Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]},{""start"":159,""end"":168,""text"":""turkcell "",""labels"":[""negative""]},{""start"":118,""end"":132,""text"":""müşteri hizmet"",""labels"":[""negative""]}]",10651,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":159,""end"":168,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":118,""end"":132,""text"":""müşteri hizmet"",""labels"":[""Entity""]}]",29.117,"turkcell 1 5 gün 10 gb ek paket al bitti birdaha al 2 gün bitti su bit şikayet et bak cırt boş ek paket 10 320 tl ara müşteri hizmet birşey diyemedi fikir yok turkcell araştır bil yan de düşün","2024-08-05T08:30:08.926914Z"
3476,"1","2024-08-05T08:30:36.324342Z","[{""start"":64,""end"":73,""text"":""turkcell "",""labels"":[""negative""]},{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]},{""start"":9,""end"":18,""text"":""telekoma "",""labels"":[""neutral""]}]",10652,"[{""start"":64,""end"":73,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":9,""end"":18,""text"":""telekoma "",""labels"":[""Entity""]}]",20.84,"turkcell telekoma geç aynı gb paket al 7 24 mobil açık bitmiyor turkcell 4 5 gün kala bit 7 24 mobil kullanmıyordum","2024-08-05T08:30:36.324342Z"
3475,"1","2024-08-05T08:30:14.457653Z","[{""start"":0,""end"":8,""text"":""turkcell"",""labels"":[""negative""]}]",10653,"[{""start"":0,""end"":8,""text"":""turkcell"",""labels"":[""Entity""]}]",2.573,"turkcell utan yap yüzsüz olan","2024-08-05T08:30:14.457653Z"
3478,"1","2024-08-05T08:30:48.654731Z","[{""start"":0,""end"":7,""text"":""hırsız "",""labels"":[""negative""]}]",10655,"[{""start"":0,""end"":7,""text"":""hırsız "",""labels"":[""Entity""]}]",2.189,"hırsız turkcell","2024-08-05T08:30:48.654731Z"
3477,"1","2024-08-05T08:30:45.370793Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]}]",10656,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",2.421,"turkcell aşağı pis hırsız","2024-08-05T08:30:45.370793Z"
3484,"1","2024-08-05T08:32:32.026396Z","[{""start"":8,""end"":17,""text"":""turkcell "",""labels"":[""negative""]},{""start"":31,""end"":50,""text"":"" başka bir operatör"",""labels"":[""neutral""]}]",10660,"[{""start"":8,""end"":17,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":31,""end"":50,""text"":"" başka bir operatör"",""labels"":[""Entity""]}]",25.397,"20 sene turkcell kullan itibari başka bir operatör geçme karar al tek bir sebep o aptal enayi yerine kon sözleşmemin bit 4 gün kal geçen sene göre 2 kat ücretlendirme çık bird dalga geç özelmiş","2024-08-05T08:32:32.026396Z"
3483,"1","2024-08-05T08:32:05.452795Z","[{""start"":62,""end"":71,""text"":""turkcell "",""labels"":[""negative""]},{""start"":71,""end"":85,""text"":""turkcellhizmet"",""labels"":[""negative""]}]",10661,"[{""start"":62,""end"":71,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":71,""end"":85,""text"":""turkcellhizmet"",""labels"":[""Entity""]}]",7.577,"20 haziran 20gb sosyal medya 30gb internet paket az bit ol de turkcell turkcellhizmet","2024-08-05T08:32:05.452795Z"
3482,"1","2024-08-05T08:31:56.052798Z","[{""start"":14,""end"":23,""text"":""vodafone "",""labels"":[""positive""]},{""start"":56,""end"":65,""text"":""vodafone "",""labels"":[""positive""]},{""start"":116,""end"":125,""text"":""vodafone "",""labels"":[""positive""]},{""start"":40,""end"":49,""text"":""turkcell "",""labels"":[""negative""]},{""start"":140,""end"":149,""text"":""turkcell "",""labels"":[""negative""]},{""start"":80,""end"":89,""text"":""turkcell "",""labels"":[""negative""]}]",10662,"[{""start"":14,""end"":23,""text"":""vodafone "",""labels"":[""Entity""]},{""start"":56,""end"":65,""text"":""vodafone "",""labels"":[""Entity""]},{""start"":116,""end"":125,""text"":""vodafone "",""labels"":[""Entity""]},{""start"":40,""end"":49,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":140,""end"":149,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":80,""end"":89,""text"":""turkcell "",""labels"":[""Entity""]}]",28.972,"yemin et 2 ay vodafone geç ben 5 yıllık turkcell kullan vodafone geç ben farket turkcell ay 3 paket yenile söyle de vodafone 10 gb internet turkcell 35 gb internet","2024-08-05T08:31:56.052798Z"
3479,"1","2024-08-05T08:30:59.553356Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]}]",10663,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",2.811,"turkcell dudukluyon","2024-08-05T08:30:59.553356Z"
3481,"1","2024-08-05T08:31:18.974850Z","[{""start"":0,""end"":9,""text"":""vodafone "",""labels"":[""negative""]}]",10664,"[{""start"":0,""end"":9,""text"":""vodafone "",""labels"":[""Entity""]}]",8.885,"vodafone 40 gb tut abartısız birşey izlemediğim hal ay 40gb bit","2024-08-05T08:31:18.974850Z"
3480,"1","2024-08-05T08:31:09.133748Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]}]",10665,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",3.065,"turkcell güzel soy biz görüldüğü deney ispatla ol","2024-08-05T08:31:09.133748Z"
3485,"1","2024-08-05T08:32:51.986766Z","[{""start"":164,""end"":173,""text"":""turkcell "",""labels"":[""negative""]},{""start"":150,""end"":159,""text"":""turkcell "",""labels"":[""negative""]}]",10666,"[{""start"":164,""end"":173,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":150,""end"":159,""text"":""turkcell "",""labels"":[""Entity""]}]",7.432,"bayi hat kopyalama işlem gb usulsüzlüğü bir olumsuz konu anı turkcell açıklama yap isteyen kafa göre hat aç başka üst falan değişik bir kurum kallavi turkcell nere turkcell nere kalite şeffaflık yer","2024-08-05T08:32:51.986766Z"
3487,"1","2024-08-05T08:33:44.300568Z","[{""start"":157,""end"":166,""text"":""turkcell "",""labels"":[""negative""]},{""start"":9,""end"":18,""text"":""turkcell "",""labels"":[""negative""]},{""start"":53,""end"":67,""text"":"" türk telekoma"",""labels"":[""positive""]},{""start"":77,""end"":91,""text"":""türk telekoma "",""labels"":[""positive""]}]",10668,"[{""start"":157,""end"":166,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":9,""end"":18,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":53,""end"":67,""text"":"" türk telekoma"",""labels"":[""Entity""]},{""start"":77,""end"":91,""text"":""türk telekoma "",""labels"":[""Entity""]}]",38.967,"yıllarca turkcell kullan 20gb yetmiyordu fiyat yüksel türk telekoma şans ver türk telekoma geç 20 yetmiyor 30 gb al gel gör 3 4 aylık süreç 15gb yi aşamadım turkcell 20 gb yaklaşık 15 gün bit","2024-08-05T08:33:50.349776Z"
3486,"1","2024-08-05T08:33:05.452343Z","[{""start"":10,""end"":19,""text"":""turkcell "",""labels"":[""negative""]},{""start"":19,""end"":32,""text"":""türktelekoma "",""labels"":[""neutral""]}]",10669,"[{""start"":10,""end"":19,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":19,""end"":32,""text"":""türktelekoma "",""labels"":[""Entity""]}]",11.7,"kısa süre turkcell türktelekoma geç hadi köy hırsız","2024-08-05T08:33:05.452343Z"
3488,"1","2024-08-05T08:34:14.438092Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]}]",10670,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",4.802,"turkcell yıl büyük tazminat ödemek zorunda kal","2024-08-05T08:34:14.438092Z"
3489,"1","2024-08-05T08:34:24.894855Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]}]",10674,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",4.425,"turkcell ınstagram veri tasarruf inanılmaz veri götür","2024-08-05T08:34:24.894855Z"
3491,"1","2024-08-05T08:34:54.267648Z","[{""start"":9,""end"":18,""text"":""turkcell "",""labels"":[""negative""]},{""start"":0,""end"":9,""text"":""vodafone "",""labels"":[""neutral""]}]",10678,"[{""start"":9,""end"":18,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":0,""end"":9,""text"":""vodafone "",""labels"":[""Entity""]}]",18.419,"vodafone turkcell geç yap kullanım aynı ol kotamın çabuk bit fark et tek baş birşey ispatlayamazdım herkes anlaması sevin ayrıca mobil sınırsız internet ol devir gb şaka","2024-08-05T08:34:54.267648Z"
3490,"1","2024-08-05T08:34:34.282931Z","[{""start"":7,""end"":16,""text"":""turkcell "",""labels"":[""negative""]}]",10679,"[{""start"":7,""end"":16,""text"":""turkcell "",""labels"":[""Entity""]}]",5.076,"cidden turkcell rezil bir deneyim yaşa 200 olan paket bir an 311 tl yap üstelik paket bir art yok bir gün ödemeyi gecik fark koyar almamaları gereken hat açma kapama para al haram zıkkım ol hak et aldığınız kuruş","2024-08-05T08:34:34.282931Z"
3492,"1","2024-08-05T08:35:26.041786Z","[{""start"":77,""end"":86,""text"":""turkcell "",""labels"":[""neutral""]},{""start"":12,""end"":25,""text"":"" türk telekom"",""labels"":[""neutral""]},{""start"":126,""end"":139,""text"":""türk telekoma"",""labels"":[""neutral""]}]",10682,"[{""start"":77,""end"":86,""text"":""turkcell "",""labels"":[""Entity""]},{""start"":12,""end"":25,""text"":"" türk telekom"",""labels"":[""Entity""]},{""start"":126,""end"":139,""text"":""türk telekoma"",""labels"":[""Entity""]}]",21.172,"doğru mesela türk telekom internet 20gb ayı kapa ben pasif internet kullanan turkcell arkadaş sürekli internet paket al çocuk türk telekoma geç hat resmen","2024-08-05T08:35:26.041786Z"
3493,"1","2024-08-05T08:35:47.600821Z","[{""start"":47,""end"":62,""text"":""turkcellhizmet "",""labels"":[""negative""]}]",10687,"[{""start"":47,""end"":62,""text"":""turkcellhizmet "",""labels"":[""Entity""]}]",4.646,"cevap vermezler müşteri gel s k o yol bak dert turkcellhizmet bu biri analarinin gör bak","2024-08-05T08:35:47.600821Z"
3495,"1","2024-08-05T08:36:04.224757Z","[{""start"":78,""end"":87,""text"":""turkcell "",""labels"":[""negative""]}]",10688,"[{""start"":78,""end"":87,""text"":""turkcell "",""labels"":[""Entity""]}]",5.002,"bak güvenmiyorum tüket yan değiller siz gerçekten tüket yan testi yap hak bey turkcell soygun yapı inanılmaz bir ceza dava söz konu ol","2024-08-05T08:36:04.224757Z"
3494,"1","2024-08-05T08:35:55.350516Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]}]",10692,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",2.434,"turkcell hırsız orospu cocuklari","2024-08-05T08:35:55.350516Z"
3497,"1","2024-08-05T08:36:23.819112Z","[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""negative""]}]",10693,"[{""start"":0,""end"":9,""text"":""turkcell "",""labels"":[""Entity""]}]",10.26,"turkcell devlet ödemesi gereken 450 milyon tl vergi 24 milyon tl ye düşür hükümet kamu tasarruf de öğretmen iç çay göz dik","2024-08-05T08:36:23.819112Z"
3496,"1","2024-08-05T08:36:12.428597Z","[{""start"":6,""end"":15,""text"":""turkcell "",""labels"":[""negative""]}]",10695,"[{""start"":6,""end"":15,""text"":""turkcell "",""labels"":[""Entity""]}]",3.218,"sonuç turkcell adam skiyoo","2024-08-05T08:36:12.428597Z"
3498,"1","2024-08-05T08:36:31.839867Z","[{""start"":39,""end"":48,""text"":""turkcell "",""labels"":[""negative""]}]",10698,"[{""start"":39,""end"":48,""text"":""turkcell "",""labels"":[""Entity""]}]",3.176,"165 tl olan faturamın 550 tl ol normal turkcell üstelik aynı içerik bir fahiş zam","2024-08-05T08:36:31.839867Z"
3499,"1","2024-08-05T08:36:56.993597Z","[{""start"":0,""end"":12,""text"":""turktelekom "",""labels"":[""negative""]},{""start"":51,""end"":64,""text"":""türk telekom "",""labels"":[""negative""]}]",10700,"[{""start"":0,""end"":12,""text"":""turktelekom "",""labels"":[""Entity""]},{""start"":51,""end"":64,""text"":""türk telekom "",""labels"":[""Entity""]}]",16.997,"turktelekom merhaba yaklaşık 10 yıl ev internet ol türk telekom kullan sorun yaşa genel ol hizmet memnundum yaklaşık 15 gün siz internet hizmet alamıyorum bölge oluşan genel bir ariza bahset sürekli ol","2024-08-05T08:36:56.993597Z"
3500,"1","2024-08-05T08:37:15.936093Z","[{""start"":36,""end"":59,""text"":""vodafone müşteri hizmet"",""labels"":[""negative""]}]",10701,"[{""start"":36,""end"":59,""text"":""vodafone müşteri hizmet"",""labels"":[""Entity""]}]",18.122,"artan baylan bekle üzgü yardımcı ol vodafone müşteri hizmet üzeri destek al istediğiniz konu gerçek istediğiniz işlemi irtibat numara birlikte de üzeri ilet mi esra","2024-08-05T08:37:15.936093Z"
3501,"1","2024-08-05T08:37:37.925893Z","[{""start"":16,""end"":27,""text"":""superonline"",""labels"":[""negative""]}]",10703,"[{""start"":16,""end"":27,""text"":""superonline"",""labels"":[""Entity""]}]",2.553,"ev internet bok superonline","2024-08-05T08:37:37.925893Z"
3502,"1","2024-08-05T08:37:45.959024Z","[{""start"":15,""end"":24,""text"":""vodafone "",""labels"":[""negative""]},{""start"":0,""end"":15,""text"":""vodafonedestek "",""labels"":[""negative""]}]",10704,"[{""start"":15,""end"":24,""text"":""vodafone "",""labels"":[""Entity""]},{""start"":0,""end"":15,""text"":""vodafonedestek "",""labels"":[""Entity""]}]",5.296,"vodafonedestek vodafone 542 ulaşamıyorum geri zekalı bir uygulama olan tabi aynı yer dön olan","2024-08-05T08:37:45.959024Z"
